iter	Passed	Remaining
861	111	17
862	111	17
863	111	17
864	111	17
865	111	17
866	111	17
867	111	17
868	113	17
869	113	16
870	113	16
871	113	16
872	113	16
873	113	16
874	113	16
875	114	16
876	114	16
877	114	15
878	114	15
879	114	15
880	114	15
881	114	15
882	114	15
883	114	15
884	115	14
885	115	14
886	115	14
887	115	14
888	115	14
889	115	14
890	115	14
891	115	14
892	115	13
893	116	13
894	116	13
895	116	13
896	116	13
897	116	13
898	116	13
899	116	12
900	116	12
901	116	12
902	116	12
903	116	12
904	117	12
905	117	12
906	117	12
907	117	11
908	117	11
909	117	11
910	117	11
911	117	11
912	117	11
913	118	11
914	118	10
915	118	10
916	118	10
917	118	10
918	118	10
919	118	10
920	118	10
921	118	10
922	119	9
923	119	9
924	119	9
925	119	9
926	119	9
927	119	9
928	119	9
929	119	9
930	119	8
931	120	8
932	120	8
933	120	8
934	120	8
935	120	8
936	120	8
937	120	7
938	120	7
939	120	7
940	121	7
941	121	7
942	121	7
943	121	7
944	121	7
945	121	6
946	121	6
947	121	6
948	121	6
949	123	6
950	123	6
951	123	6
952	123	6
953	123	5
954	123	5
955	124	5
956	124	5
957	124	5
958	124	5
959	124	5
960	124	5
961	124	4
962	124	4
963	124	4
964	124	4
965	124	4
966	125	4
967	125	4
968	125	4
969	125	3
970	125	3
971	125	3
972	125	3
973	125	3
974	125	3
975	126	3
976	126	2
977	126	2
978	126	2
979	126	2
980	126	2
981	126	2
982	126	2
983	126	2
984	126	1
985	127	1
986	127	1
987	127	1
988	127	1
989	127	1
990	127	1
991	127	1
992	127	0
993	127	0
994	127	0
995	128	0
996	128	0
997	128	0
998	128	0
999	128	0
